date,total_confirmed,confirmed,total_recover,recover,total_death,death,total_active,active
2020-03-01,0,0,0,0,0,0,0,0
2020-03-08,0,0,0,0,0,0,0,0
2020-03-15,0,0,0,0,0,0,0,0
2020-03-22,0,0,0,0,0,0,0,0
2020-04-04,7,7,0,0,0,0,7,7
2020-04-11,28,21,3,3,5,5,20,13
2020-04-18,90,62,10,7,7,2,73,53
2020-04-25,145,55,15,5,8,1,122,49
2020-05-02,178,33,24,9,9,1,145,23
2020-05-09,252,74,24,0,9,0,219,74
2020-05-16,362,110,74,50,36,27,252,33
2020-05-23,587,225,78,4,62,26,447,195
2020-05-30,890,303,100,22,80,18,710,263
2020-06-06,1243,353,109,9,97,17,1037,327
2020-06-13,1814,571,202,93,125,28,1487,450
2020-06-20,2474,660,385,183,165,40,1924,437
2020-06-27,2928,454,643,258,182,17,2103,179
2020-07-04,3518,590,910,267,200,18,2408,305
2020-07-11,4067,549,1278,368,216,16,2573,165
2020-07-18,4828,761,1700,422,246,30,2882,309
2020-07-25,5539,711,2717,1017,271,25,2551,-331
2020-08-01,6159,620,3450,733,295,24,2414,-137
2020-08-06,6477,318,3730,280,298,3,2449,35
