date,total_confirmed,confirmed,total_recover,recover,total_death,death,total_active,active
2020-03-14,4,4,0,0,1,1,3,3
2020-03-28,41,37,3,3,4,3,34,31
2020-04-11,197,156,10,7,23,19,164,130
2020-04-25,312,115,33,23,38,15,241,77
2020-05-09,467,155,122,89,55,17,290,49
2020-05-23,710,243,172,50,65,10,473,183
2020-06-06,965,255,365,193,70,5,530,57
2020-06-20,1288,323,570,205,78,8,640,110
2020-07-04,1461,173,944,374,78,0,439,-201
2020-07-18,1602,141,1180,236,82,4,340,-99
2020-08-01,1800,198,1366,186,89,7,345,5
2020-08-15,2183,383,1580,214,98,9,505,160
2020-08-26,2608,425,1836,256,103,5,669,164
